desc,feature,title
A pair of solid Indigo pants to give your summer tops a classy match! It is a cotton flax crafted pair with elasticated waist and a small cut on the edges. It's a smart looking pair and will give a nice match to your summers tops and kurtas.,Key Features Category Mix & Match Color Navy Fabric Cotton Flax,Navy Cotton Flax Pants
A pair of solid Indigo pants to give your summer tops a classy match! It is a cotton flax crafted pair with elasticated waist and a small cut on the edges. It's a smart looking pair and will give a nice match to your summers tops and kurtas.,Key Features Category Mix & Match Color Black Fabric Cotton Flax,Black Cotton Flax Pants
"Upgrade your collection of basics with these grey cotton pants by Biba. Crafted from the finest cotton and accentuated with cut-out detailing on the edges, this pair making itself a perfect choice for summers. Take home wear with your favourite top or kurtas.",Key Features Category Mix & Match Color Grey Fabric Cotton Flax,Grey Cotton Flax Pants
"Upgrade your collection of basics with these black cotton pants by Biba. Crafted in finest cotton and featuring elasticated waist with drawstring makes this pair extremely comfortable and perfect for daily use. Take home, wear with your favorite top or kurtas",Key Features Category Mix & Match Color Black Fabric Cotton Flax,Black Cotton Flax Pants
A pair of solid white pants to give your summer tops a classy match! It is a cotton flax crafted pair with elasticated waist and a small cut on the edges. It's a smart looking pair and will give a nice match to your summers tops and kurtas.,Key Features Category Mix & Match Color Grey Fabric Cotton Flax,Grey Cotton Flax Pants
A pair of solid Indigo pants to give your summer tops a classy match! It is a cotton flax crafted pair with elasticated waist and a small cut on the edges. It's a smart looking pair and will give a nice match to your summers tops and kurtas.,Key Features Category Mix & Match Color Indigo Fabric Cotton Flax,Indigo Cotton Flax Pants
A pair of solid black pants to give your summer tops a classy match! It is a cotton flax crafted pair with elasticated waist and a small cut on the edges.  It's a smart looking pair and will give a nice match to your summers tops and kurtas.,Key Features Category Mix & Match Fit Straight Color Black Fabric Cotton Flax,Black Cotton And Flax Pants
White Cotton Palazzo,Key Features Category Mix & Match Color White Fabric Cotton,White Cotton Palazzo
"If you are looking for trendy pants to match with your look of the day, then here we got you a very stylish pair of palazzo pants by Biba. It comes in layered body featuring different print on a different layer. Crafted in finest cotton, this pair is feels soft to touch, which makes it a summer staple.",Key Features Category Mix & Match Color Blue Fabric Cotton,Blue Double Layer Cotton Palazzo
"Smarten up your collection of cotton pants with this pair of palazzo in ice blue color. It comes featuring elasticated waist with drawstring and self embroidered edges. Crafted in finest cotton and cut into comfortable fit, this pair will assure you spend a blissful day wearing it.",Key Features Category Mix & Match Color Blue Fabric Cotton,Ice Blue Cotton Palazzo
"If you are looking for trendy pants to match with your look of the day, then here we got you a very stylish pair of palazzo pants by Biba. It comes in layered body featuring different print on a different layer. Crafted in finest cotton, this pair is feels soft to touch, which makes it a summer staple.",Key Features Category Mix & Match Color Pink Fabric Cotton,Pink Cotton Palazzo
A pair of palazzo pants featuring gold metallic print all over. It is cotton crafted pair which feels soft to touch and assures utter comfort. Your can pair it with your festive kurtas or top for a comfy look.,Key Features Category Mix & Match Color Off White Fabric Cotton,Off White Cotton Palazzo Pants
A cotton palazzo pants to give your summer kurtas or top a nice match. It comes featuring elasticated waist and drawstring for added comfort.,Key Features Category Mix & Match Color Red Fabric Cotton,Red Cotton Palazzo
"Upgrade your collection of basics with these pink cotton pants by Biba. Crafted from finest cotton fabric and featuring an elasticated waist with drawstring, this pair feels extremely comfortable and perfect for daily use. Take home, wear with your favourite top or kurtas.",Key Features Category Mix & Match Color Pink Fabric Cotton,Pink Cotton Palazzo
"A must-buy pair of palazzos! If you are the one who love flaunting them not just like a complementary piece beneath long kurtas but with short tops, then this one needs your attention. It has polka dots print; making it very trendy and apt for this season.",Key Features Category Mix & Match Color Black Fabric Cotton,Black Cotton Palazzo
"Give your pants collection a smart update with this pair of indigo palazzo pants. It comes featuring an elasticated waist with drawstring for added comfort. It's a cotton made pair, which makes it extremely comfortable summer wear.",Key Features Category Mix & Match Color Indigo Fabric Cotton,Indigo Cotton Palazzo
A perfect match to your indigo kurtas or the white ones. This cotton flax palazzo from our latest launch is a must buy. It comes featuring print on the edges and elasticated waist with drawstring.,Key Features Category Mix & Match Color Indigo Fabric Cotton Flax,Indigo Cotton Flax Palazzo
"Add comfort to your daily dressing with these straight palazzo pants. It is crafted in cotton flax, featuring elasticated waist and drawstring. You can club it with your favourite kurtas or top to create an effortless yet trendy look.",Key Features Category Mix & Match Color Beige Fabric Cotton Flax,Beige Cotton Flax Palazzo
A comfy pair of palazzo pants crafted in eco cotton. It comes featuring elasticated Waist and drawstring. Add this pair to your summer wardrobe and give a head start to eco friendly fashion.,Key Features Category Mix & Match Color Ivory Fabric Cotton,Ivory Eco Cotton Palazzo Pants
"Adorn a trendy look by matching your favourite kurta with this sand brown palazzo pants. It features print all over, elasticated waist and drawstring. Crafted in cotton fabric it is very soft to touch.",Key Features Category Mix & Match Color Brown Fabric Cotton Flax,Sand Brown Cotton Flax Palazzo
"Smarten up your collection of cotton pants with this pair of palazzo in white color. It comes featuring elasticated waist with drawstring and self embroidered edges. Crafted in finest cotton and cut into comfortable fit, this pair will assure you spend a blissful day wearing it.",Key Features Category Mix & Match Color White Fabric Cotton,White Cotton Palazzo
"A perfect pair of a cotton palazzo, that can be styled with any of your favourite kurtas. Crafted in finest cotton and stitched into comfortable fit, this palazzo pants is summer a must-buy.",Key Features Category Mix & Match Color Beige Fabric Poly Cotton,Beige Poly Cotton Palazzo
"Smarten up your collection of cotton pants with this pair of palazzo in beige color. It comes featuring elasticated waist with drawstring and self embroidered edges. Crafted in finest cotton and cut into comfortable fit, this pair will assure you spend a blissful day wearing it.",Key Features Category Mix & Match Color Beige Fabric Cotton,Beige Cotton Palazzo
"Give your favorite kurtas a perfect style partner in the form of this knitted churidar in black. It comes featuring elasticated waisted for added comfort. Crafted in finest fabric, this is pair will do great in this season.",Key Features Color Black Fabric Cotton,Black Cotton And Polyester Knitted Churidar
"For those who put comfort first,  this pair of leggings is a must-buy! It comes featuring an elasticated waist and stretchable body for added comfort. Take home and pair with your favourite kurta.",Key Features Color Indigo Fabric Cotton,Indigo Cotton And Polyester Leggings
"For those who put comfort first,  this pair of leggings is a must-buy! It comes featuring an elasticated waist and stretchable body for added comfort. Take home and pair with your favourite kurta.",Key Features Color Peach Fabric Cotton,Peach Cotton And Polyester Leggings
"For those who put comfort first,  this pair of leggings is a must-buy! It comes featuring an elasticated waist and stretchable body for added comfort. Take home and pair with your favourite kurta.",Key Features Color Red Fabric Cotton,Red Cotton And Polyester Leggings
"For those who put comfort first,  this pair of leggings is a must-buy! It comes featuring an elasticated waist and stretchable body for added comfort. Take home and pair with your favourite kurta.",Key Features Color White Fabric Cotton,White Cotton And Polyester Leggings
Give your ethnic look a perfect match with this red cotton dupatta. It has a crushed bodice which is very much in trend and a matching red Patti with gold metallic print to match with your ethnic look.,Key Features Category Mix & Match Color Red Fabric Cotton,Red Cotton Dupatta
"An off white cotton stole to give your tops a chic complement. It's a cotton made stole featuring multicolor tassels on the edges, making it a gorgeous choice for your look of the day. Crafted in cotton, this stole is very soft to touch.",Key Features Category Mix & Match Color Off White Fabric Cotton,Off White Cotton Stole
"Give your look of the day a perfect match with this dupatta cum stole. It has crushed bodice with a soft touch of cotton, which makes it a perfect blend of trendy look and comfort.",Key Features Category Mix & Match Color Black Fabric Cotton,Black Cotton Dupatta
"Give your look of the day a perfect match with this blush pink dupatta cum stole. It has crushed bodice with a soft touch of cotton, which makes it a perfect blend of trendy look and comfort.",Key Features Category Mix & Match Color Pink Fabric Cotton,Blush Pink Cotton Dupatta
"Give your look of the day a perfect match with this blush pink dupatta cum stole. It has crushed bodice with a soft touch of cotton, which makes it a perfect blend of trendy look and comfort.",Key Features Category Mix & Match Color Fuschia Fabric Cotton,Fuchsia Cotton Dupatta
"Give your look of the day a perfect match with this blush pink dupatta cum stole. It has crushed bodice with a soft touch of cotton, which makes it a perfect blend of trendy look and comfort.",Key Features Category Mix & Match Color Off White Fabric Cotton,Off White Cotton Dupatta
Red Cotton Dupatta,Key Features Category Mix & Match Color Red Fabric Cotton,Red Cotton Dupatta
"Give your look of the day a perfect match with this dupatta cum stole. It has crushed bodice with a soft touch of cotton, which makes it a perfect blend of trendy look and comfort.",Key Features Category Mix & Match Color White Fabric Cotton,White Cotton Dupatta
Looking for a lightweight dupatta which you can carry with your heavily embroidered festive kurta? Then this is the perfect choice for that.,Key Features Category Mix & Match Color Beige Fabric Poly Cotton,Beige Poly Metallic Cotton Dupatta
Off White Poly Cotton Dupatta,Key Features Category Mix & Match Color Off White Fabric Poly Cotton,Off White Poly Cotton Dupatta
A blue cotton dupatta with contrast patti. It is from Biba's flared glare collection. The fabric of this dupatta is soft to touch and patti features gold metallic print.,Key Features Category Mix & Match Color Blue Fabric Cotton,Blue Cotton Dupatta
"Peach cotton dupatta to match with your favorite kurtas or top. It's a crushed dupatta cum stole. You can style it with kurtis as a dupatta or wrap around your neck stylishly as a stole with tops. Crafted in finest cotton, it feels soft to touch.",Key Features Category Mix & Match Color Peach Fabric Cotton,Peach Cotton Dupatta
"Give your winter kurtas a gorgeous match with this printed stole. Crafted in finest rayon fabric, it feels very soft to touch and the beautiful print on it, assures you look stunning while flaunting it.",Key Features Category Mix & Match Color Multicolored Fabric Rayon,Multicolored Rayon Crushed Stole
"A dupatta cum stole in black. Crafted in finest viscose, this dupatta is very soft to touch and comes featuring printed taping on all the sides and tassels on the edges.",Key Features Category Mix & Match Color Black Fabric Rayon,Black Rayon Dupatta
Give your favourite kurtas a gorgeous match in the form of this indigo dupatta. It's a crushed dupatta with printed borders and tassels. It has different print on different sides of dupatta.,Key Features Category Mix & Match Color Indigo Fabric Cotton,Indigo Cotton Dupatta
Give your festive kurta a nice match with this lotus print dupatta. It is a cotton crafted dupatta having crushed bodice. Take home pair it with a contrasting kurta and matching bottom to create a charismatic look.,Key Features Category Mix & Match Color Beige Fabric Cotton,Beige Cotton Gold Metallic Dupatta
"Give your look of the day a perfect match with this white and pink dupatta. It has crushed bodice with a soft touch of cotton, which makes it a perfect blend of trendy look and comfort.",Key Features Category Mix & Match Color Off White Fabric Cotton,Off White Cotton Dupatta
Give your festive kurtas a gorgeous complement in the form of this off white dupatta. It comes featuring gold metallic print on two sides and tassels attached to the edges. It is a cotton crafted piece which makes it soft to touch and apt choice for all seasons.,Key Features Category Mix & Match Color Off White Fabric Cotton,Off White Cotton Dupatta
Give your festive kurtas a gorgeous complement in the form of this off white dupatta. It comes featuring gold metallic print on two sides and tassels attached to the edges. It is a cotton crafted piece which makes it soft to touch and apt choice for all seasons.,Key Features Category Mix & Match Color Red Fabric Cotton,Red Cotton Dupatta
Give your ethnic look a femnine match with this white cotton dupatta by Biba. It comes featuring mix metallic print all over and golden tassels on corners. You can style it with mid length kurtas or short kurtis for to give your look a stylish touch.,Key Features Category Mix & Match Color White Fabric Cotton,White Cotton Dupatta
"A summer perfect duo for your little girl. The set combines a straight cut kurta and palazzo pants. Kurta comes featuring floral print all over and palazzo comes in solid texture. Crafted in finest cotton, this two piece set will prove a great choice for your kid.",Key Features Category Girls Fit A-Line Color White Neckline V-Neck Fabric Cotton Sleeve Length 3/4 Sleeve,White Cotton A Line Suit Set
"A summer perfect two piece set for your little girl. The set includes a white cotton top and yellow dhoti pants. Top comes featuring embroidered yoke and dhoti pants comes featuring elasticated waist. It is a cotton made kurta, which makes it perfect for your kids delicate skin.",Key Features Category Girls Fit A-Line Color White Neckline Round Neck Fabric Cotton Sleeve Length Cap Sleeve,White Cotton Two Piece Set
"A perfect wedding wear outfit for your little girl. This set includes an A line kurta with high low hemline, contrasting bottom and net dupatta. The color combination, metallic print and embroidery on the kurta, making this set a gorgeous choice. Kurta also features cotton lining.",Key Features Category Girls Fit A-Line Color Yellow Neckline Round Neck Fabric Poly Cotton Sleeve Length Elbow Length,Yellow Poly Cotton A Line Suit Set
"A floral suit set for your little girl. It is a set of three, an A line kurta, churidar and dupatta. Kurta comes featuring floral print all over with the hint of shimmer. Kurta comes paired with contrasting pink leggings and dupatta. It is a cotton made set and kurta features cotton lining for added comfort.",Key Features Category Girls Fit A-Line Color Yellow Neckline Round Neck Fabric Cotton Sleeve Length Cap Sleeve,Yellow Cotton A Line Suit Set
"An adorable suit-set for your little princess. The set combines an anarkali kurta, churidar and dupatta. Kurta comes featuring exotic embroidery on the neckline and sleeves plus floral and bird print all-over. Churidar comes in solid texture and dupatta comes in net fabric with golden lace edges.",Key Features Category Girls Fit Anarkali Color Pink Neckline Round Neck Fabric Cotton Sleeve Length Cap Sleeve,Pink Cotton Anarkali Suit Set
"Let your little girl look festive perfect this season with this set of Anarkali suit. Painted in light pink and styled with a printed jacket, the kurta comes in Anarkali fit. The shimmery taping on the edges of the jacket and sleeve's hem is perfect to give your kid's look a festive touch. Kurta is complemented with churidar, which is very comfortable to wear.",Key Features Category Girls Fit Anarkali Color Pink Neckline Band Collar Fabric Cotton Sleeve Length Full Sleeve,Pink Cotton Anarkali Suit Set
"A two piece Anarkali set for girls. The set combines an Anarkali kurta with leggings. It is a cotton crafted set with cotton lining, which is making it soft to touch and a comfortable outfit for your kid.",Key Features Category Girls Fit Anarkali Color Indigo Neckline Boat Neck Fabric Cotton Sleeve Length Full Sleeve,Indigo Cotton Anarkali Suit Set
"Let your little girl look festive perfect this season with this set of Anarkali suit-set. It combines an Anarkali kurta, churidar & dupatta. Kurta comes featuring print on it, contrasting red jacket, net dupatta with gota patti.",Key Features Category Girls Fit Anarkali Color Yellow Neckline Round Neck Fabric Cotton Sleeve Length Full Sleeve,Yellow Cotton Anarkali Suit Set
"A fabulous casual wear suit-set for your little girl. It is a set of three, which combines an Anarkali kurta, palazzo pants and dupatta. Kurta features floral embroidery on the yoke, floral print on the flare and two side pocket. Palazzo features striped print all-over and floral print edges. The set is style with a net dupatta featuring golden lace taping on all the sides.",Key Features Category Girls Fit Anarkali Color Turquoise Neckline Round Neck Fabric Cotton Sleeve Length Bell Sleeve,Turquoise And Red Cotton Anarkali Suit Set
"Let your little fashionista get best dressed award wearing this Anarkali suit-set. It features a mix of traditional print and floral print. With a contrasting pair of leggings and dupatta with golden lace border, this will prove a nice traditional wear for your little girl.",Key Features Category Girls Fit Anarkali Color Red Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Red And Turquoise Cotton Anarkali Suit Set
"This vibrant yellow and pink Anarkali suit set is a gorgeous choice for your little girl. It combines a mukesh work net kurta, pink elaborately embroidered jacket, a churidar matching to the kurta and net dupatta with contrasting patti.",Key Features Category Girls Fit Anarkali Color Pink Neckline Band Collar Fabric Poly Cotton Sleeve Length Sleeveless,Pink And Yellow Poly Cotton Anarkali Suit Set
"A yellow anarkali suit set for girls. It is a set of three which includes, an Anarkali kurta, churidar and dupatta. Kurta has a contrast print on the yoke and sleeves. Churidar comes in solid texture and crushed dupatta has contrast patti on the sides.",Key Features Category Girls Fit Anarkali Color Yellow Neckline Band Collar Fabric Cotton Sleeve Length Full Sleeve,Yellow Cotton Anarkali Suit Set
"A red Anarkali suit set for your little girl. It is a set of four, which consists of an Anarkali kurta, multicolor brocade jacket and matching red churidar. It is a cotton crafted piece, which makes it an apt choice for your kid's delicate skin.",Key Features Category Girls Fit Anarkali Color Red Neckline Band Collar Fabric Cotton Sleeve Length Full Sleeve,Red Cotton Anarkali Suit Set
"A cotton made Anarkali suit set for your little girl. It is a three piece set, which combines a kurta, flared palazzo pants and a dupatta matching to the palazzo. Crafted in finest cotton and featuring cotton lining, the kurta of this set is very soft to touch and apt for your kid.",Key Features Category Girls Fit Anarkali Color Pink Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Pink And Green Cotton Anarkali Suit Set
"A chic and comfortable girl's suit-set by Biba. It is a three piece set, including kurta, sharara pants, and dupatta. It's a cotton crafted set, which is making it perfect out to flaunt in summers.",Key Features Category Girls Fit Anarkali Color Peach Neckline Round Neck Fabric Cotton Age Group 14-15 years Age Group 2-3 years Age Group 4-5 years Age Group 6-7 years Age Group 8-9 years Age Group 10-11 years Age Group 12-13 years Sleeve Length Cap Sleeve,Peach Anarkali Cotton Suit Set
"You can't keep this color away from your kid's closet. This mint green suit-set is meant to be there in her closet. The set includes an Anarkali kurta, jacket, knitted churidar & dupatta. Crafted in finest cotton, this set also ensures your girl feel comfortable wearing it.",Key Features Category Girls Fit Anarkali Color Mint Green Neckline Band Collar Fabric Cotton Age Group 14-15 years Age Group 2-3 years Age Group 4-5 years Age Group 6-7 years Age Group 8-9 years Age Group 10-11 years Age Group 12-13 years Sleeve Length Full Sleeve,Mint Green Anarkali Cotton Suit Set
"A cotton made suit set for your little girl. It is a set of three, which comprises a kurta, churidar and dupatta. Kurta comes with an attached jacket having tie-up front, it also features asymmetric hemline having pom pom detailing including the sleeves. Churidar comes in solid texture and net dupatta has pop pom matching to the kurta.",Key Features Category Girls Fit Asymmetric Color Lime Neckline Band Collar Fabric Cotton Sleeve Length 3/4 Sleeve,Lime Green Cotton Asymmetric Suit Set
"An elegant choice for your little girl. This two piece set is a perfect party wear set. It includes an asymmetric brocade kurta, and glittery skirt with lining. Kurta comes with viscose lining which assures maximum comfort.",Key Features Category Girls Fit Asymmetric Color Turquoise Neckline Shirt Collar Fabric Poly Metallic Sleeve Length 1/2 Sleeve,Turquoise Asymmetric Two Piece Set
"A stylish party wear piece for your little fashionista. It is a set of two, a stylish dhoti gown with net drape and knitted churidar. The design of this set is very impressive cotton lining making it a perfect piece of your kid's delicate skin.",Key Features Category Girls Fit Asymmetric Color Pink Neckline Round Neck Fabric Silk Sleeve Length Sleeveless,Salmon Peach Silk Two Piece Set
"Let your little girl look adorable wearing this red and yellow asymmetric suit set. The set comprises embroidered kurta, sharara pants and dupatta. Kurta is crafted in art silk and features cotton lining, sharara comes featuring print all-over with golden lace the net dupatta with golden lace border.",Key Features Category Girls Fit Asymmetric Color Red Neckline Round Neck Fabric Poly Cotton Sleeve Length Bell Sleeve,Red And Yellow Poly Cotton Asymmetric Suit Set
"A red suit set from Biba's Pujo collection. It is a two piece set, which includes a red metallic print kurta having asymmetric hemline and contrasting white lining. The set is complemented with contrasting white dupatta having gota patti.",Key Features Category Girls Fit Asymmetric Color Red Neckline Shirt Collar Fabric Poly Metallic Cotton Sleeve Length 1/2 Sleeve,Red Poly Metallic Cotton Asymmetric Suit Set
"A not to miss set. This suit set from Biba girls collection is a must buy. It combines an open front kurta, sharara pants and dupatta together. Kurta comes featuring floral print all over and front slit. Paired with a gorgeous pink sharara and dupatta, this set can prove a nice choice for your little fashionista.",Key Features Category Girls Fit Straight Color Green Neckline Round Neck Fabric Art Silk Sleeve Length 3/4 Sleeve,Green Art Silk Front Open Suit Set
"You can't keep this color away from your kid's closet. This mint green suit-set is meant to be there in her closet. The set includes an Anarkali kurta, jacket, knitted churidar & dupatta. Crafted in finest cotton, this set also ensures your girl feel comfortable wearing it.",Key Features Category Girls Color Green Fabric Cotton,Mint Green Cotton Suit Set
"Beautify your little girl's wedding look with this gorgeous lehenga-set. It includes flared lehenga in a sheer fabric with sparkles and solid pink lining, lace top with lining and net dupatta with golden lace. Bring home and combine with shimmery sandals and earrings to make your lovely girl, party-ready.",Key Features Category Girls Color Pink Fabric Cotton,Pink Cotton Lehenga Set
"A comfortable yet chic suit set for your little miss model. The set includes a green embroidered kurta, contrasting pink salwar and pink dupatta. Kurta features gorgeous embroidery on the, short sleeves accentuated with lace detailing on the edges, rounded hemline. Salwar comes in solid texture and dupatta features gorgeous patti on all the sides.",Key Features Category Girls Fit Straight Color Green Neckline Round Neck Fabric Poly Cotton Sleeve Length Cap Sleeve,Sage Green And Pink Poly Cotton Straight Suit Set
Indigo Short Kurta Cotton Suit Set,Key Features Category Girls Fit Straight Color Indigo Neckline Round Neck Fabric Cotton Sleeve Length Sleeveless,Indigo Short Kurta Cotton Suit Set
"A quirky lehenga set for your little miss fashionista. It is a set of three, a white cropped top featuring bell sleeves, contrasting blue lehenga and red dupatta. Top comes featuring gorgeous embroidery on the front, bell sleeves and red binding on the neck. Lehenga features floral print all-over and net dupatta features golden lace on all the sides.",Key Features Category Girls Fit Straight Color Turquoise Neckline Round Neck Fabric Poly Cotton Sleeve Length Bell Sleeve,Off White And Turquoise Poly Cotton Lehenga Set
"A jacket kurta with salwar . This gorgeous set is for girls. It is a three piece set, which includes a kurta, contrasting red jacket and salwar matching to the jacket. Kurta features lotus print, full sleeves with highlighted hem and jacket with contrast embroidery on the front. Salwar comes in solid texture in elasticated waist.",Key Features Category Girls Fit Straight Color Turquoise Neckline Round Neck Fabric Cotton Sleeve Length Bell Sleeve,Turquoise And Red Cotton Straight Suit Set
"Yellow & red girls suit set by Biba. The set comprises a red printed kurta, contrasting yellow dhoti pants and dupatta matching to the pants. Kurta comes featuring print all over, pants come in solid texture and net dupatta features gota patti.",Key Features Category Girls Fit Straight Color Red Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Red And Yellow Cotton Straight Suit Set
"Yellow and pink suit set for girls. It is a set of three which includes, a short kurti, dhoti pants and dupatta. Kurta comes featuring embroidery on the sleeves' and placket. Dhoti pants comes with floral and leaf print all-over and dupatta features gota patti on all the borders.",Key Features Category Girls Fit Straight Color Yellow Neckline Round Neck Fabric Art Silk Sleeve Length 3/4 Sleeve,Yellow & Pink Art Silk Straight Suit Set
"A cotton made suit set for your little girl. It is a three piece set, which combines a kurta, palazzo pants and a contrasting red dupatta. Crafted in finest cotton and featuring cotton lining, the kurta of this set is very soft to touch and apt for your kid.",Key Features Category Girls Fit Straight Color Navy Blue Neckline Round Neck Fabric Poly Cotton Sleeve Length Bell Sleeve,Navy Blue And White Poly Cotton Front Open Suit Set
"Red and yellow lehenga set for your little miss fashionista. It is a set of three, a red peplum style top, yellow printed lehenga and yellow net dupatta with gota patti. The main fabric of the set is art silk.",Key Features Category Girls Fit Straight Color Red Neckline Round Neck Fabric Poly Cotton Sleeve Length 3/4 Sleeve,Red And Yellow Poly Cotton Lehenga Set
"A simple yet best pick for your little girl. This printed suit set by Biba is cotton made, which makes if perfect for your kid's delicate touch. The set combines straight kurta, salwar and dupatta. Kurta features floral print, salwar comes in solid texture and dupatta has got highlighted borders.",Key Features Category Girls Fit Straight Color Navy Blue Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Navy Blue Cotton Straight Suit Set
"A shimmery sage green suit set for your little fashionista. It is a set of three, a tiered long kurta with shimmery yoke and border, net dupatta and solid churidar. Kurta comes featuring viscose lining to ensure high comfort.",Key Features Category Girls Fit Straight Color Green Neckline Round Neck Sleeve Length Cap Sleeve,Sage Green Tiered Suit Set
A contemporary lehenga set for your little miss fashionista. It is a set of two. An off shoulder top and lehenga. Top features very interesting design and a drape attached to it. Lehenga comes with net outline featuring floral embroidery and lining featuring gold metallic print.,Key Features Category Girls Fit Straight Color Turquoise Neckline Boat Neck Fabric Cotton Silk Sleeve Length Sleeveless,Turquoise And Coral Cotton Silk Lehenga Set
"A comfy yet trendy suit set for your little princess. The set comprises short kurta featuring color block print, dhoti pants with floral print and net dupatta with highlighted edges. It is a cotton made set, which makes it an apt choice for your girl.",Key Features Category Girls Fit Straight Color Pink Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Pink Cotton Straight Suit Set
"If your little fashionista loves flaunting ethnic outfit, then this mint green suit set by Biba is perfect for her. It is a set of four, a sleeveless inner, straight cut kurta,churidar and dupatta. The main fabric of this outfit is art silk and the inner shell is made of cotton, making it comfy outfit for your little kid.",Key Features Category Girls Fit Straight Color Green Neckline Round Neck Fabric Art Silk Sleeve Length Elbow Length,Mint Green Art Silk Straight Suit Set
"A floral kurta for your summer wadrobe. It comes with a fabric neklace and bell cuffs. Crafted in finest cotton and cut into comfort fit, this kurta will prove a nice summer wear. Color combination is a plus point.",Key Features Category Mix & Match Fit A-Line Color White Neckline Round Neck Fabric Cotton Sleeve Length Bell Sleeve,White Cotton A Line Kurta
"Give your wardrobe a fresh update with this summer kurta from our latest collection. Crafted in finest fabric and cut into comfort fit, this kurta will look great when paired with a neon canvas skirt just like us.",Key Features Category Mix & Match Fit Straight Color Green Neckline Boat Neck Fabric Cotton Sleeve Length Sleeveless,Green Cotton Straight Kurta
"A flared kurta from our latest range. This floral kura has tie up on either sides, block print, round neckline with botton loop and three forth sleeves. It is a cotton made piece, which makes it perfect for your summer wardrobe.",Key Features Category Mix & Match Fit Flared Color White Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,White Cotton Flared Kurta
"A flared kurta from our latest range. This floral kurta has tie up on either sides, block print, round neckline with botton loop and three forth sleeves. It is a cotton made piece, which makes it perfect for your summer wardrobe.",Key Features Category Mix & Match Fit Flared Color Red Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Red Cotton Flared Kurta
"A perfect cotton kurta for your summer wardrobe. It comes with a fabric necklace to give your look a trendy touch. Crafted in finest fabric and cut into comfort fit, this kurta will look great when paired with a neon canvas skirt just like us.",Key Features Category Mix & Match Fit A-Line Color Green Neckline Round Neck Fabric Cotton Sleeve Length Bell Sleeve,Green Cotton A Line Kurta
An off white Anarkali kurta featuring embroidery on the neckline and floral bird print on the ghera with metallic touch. It is an art silk made kurta with cotton lining.,Key Features Category Mix & Match Fit Anarkali Color Off White Neckline Round Neck Fabric Poly Cotton Sleeve Length 3/4 Sleeve,Off White Poly Cotton Anarkali Kurta
"A metallic print kurta for summer festivities. Crafted using poly modal fabric and cotton lining, this kurta will prove a comfortable outfit for an any event. Pair with contrasting white pants from Biba to give your look a summerish touch.",Key Features Category Mix & Match Fit Straight Color Blue Neckline Round Neck Fabric Poly Modal Sleeve Length 3/4 Sleeve,Blue Poly Modal Straight Kurta
"If you love wearing bright colors to special occasions than you will love this yellow zari work kurta. It is a combo of a straight fit kurta and inner. Kurta comes featuring embroidery with sitaras, all over the front.",Key Features Category Mix & Match Fit A-Line Color Yellow Neckline Round Neck Fabric Poly Cotton Sleeve Length 3/4 Sleeve,Yellow Poly Cotton A Line Kurta
"Give your wardrobe a fresh update with this summer kurta from our latest collection. Crafted in finest fabric and cut into comfort fit, this kurta will look great when paired with a contrast pants and mid heel sandals",Key Features Category Mix & Match Fit Straight Color Mint Green Neckline Band Collar Fabric Rayaon Sleeve Length 3/4 Sleeve,Mint Green Rayon Straight Kurta
"Give your wardrobe a fresh update with this summer kurta from our latest collection. Crafted in finest fabric and cut into comfort fit, this kurta will look great when paired with a contrast pants and mid heel sandals.",Key Features Category Mix & Match Fit A-Line Color Yellow Neckline Band Collar Fabric Cotton Flax Sleeve Length Roll Up Sleeve,Yellow Striped Linen Kurta
Polka dots are back in fashion. Add this black and white kurta to your wardrobe and make it trend worthy. The highlight of this kurta with its contrasting backdrop. It is a cotton made kurta which makes it a perfect choice for this season.,Key Features Category Mix & Match Fit Straight Color Black and White Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Black And White Cotton Straight Kurta
"Let simplicity work for you wearing this red printed kurta by Biba. It comes featuring round neck, three forth sleeves and slit on either side. Crafted in finest cotton, this kurta is perfect to keep you cool in summers.",Key Features Category Mix & Match Fit Straight Color Red Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Red Cotton Straight Kurta
"For the lovers of puff sleeve kurtas, this red one from Biba's latest collection is love. It comes featuring floral print and band collar. It?s a cotton crafted piece, which makes it apt for this season.",Key Features Category Mix & Match Fit Straight Color Red Neckline Band Collar Fabric Cotton Sleeve Length 3/4 Sleeve,Red Cotton Straight Kurta
"Look chic and trendy at the same time wearing this blue printed kurta. It comes featuring mix print, Band collar and three forth sleeves. It is a cotton made piece, which makes it a right choice for the season, plus you can wear it as a dress too.",Key Features Category Mix & Match Fit Flared Color Ink Blue Neckline Band Collar Fabric Cotton Sleeve Length 3/4 Sleeve,Ink Blue Cotton Flared Kurta
